Iteration 0 with T: 24
[2019-11-27 12:21] Train Step 0000/4000, Batch Size = 128, Examples/Sec = 5156.07, Accuracy = 0.07, Loss = 2.367
[2019-11-27 13:05] Train Step 2870/4000, Batch Size = 128, Examples/Sec = 6726.95, Accuracy = 0.08, Loss = 2.320
[2019-11-27 13:05] Train Step 2880/4000, Batch Size = 128, Examples/Sec = 6436.92, Accuracy = 0.13, Loss = 2.294
[2019-11-27 13:05] Train Step 2890/4000, Batch Size = 128, Examples/Sec = 6626.73, Accuracy = 0.10, Loss = 2.307
[2019-11-27 13:05] Train Step 2900/4000, Batch Size = 128, Examples/Sec = 7121.72, Accuracy = 0.08, Loss = 2.305
[2019-11-27 13:05] Train Step 2910/4000, Batch Size = 128, Examples/Sec = 6742.32, Accuracy = 0.06, Loss = 2.326
[2019-11-27 13:05] Train Step 2920/4000, Batch Size = 128, Examples/Sec = 6210.76, Accuracy = 0.10, Loss = 2.313
[2019-11-27 13:05] Train Step 2930/4000, Batch Size = 128, Examples/Sec = 6326.70, Accuracy = 0.10, Loss = 2.299
[2019-11-27 13:05] Train Step 2940/4000, Batch Size = 128, Examples/Sec = 6610.08, Accuracy = 0.08, Loss = 2.313
[2019-11-27 13:05] Train Step 2950/4000, Batch Size = 128, Examples/Sec = 6464.43, Accuracy = 0.10, Loss = 2.295
[2019-11-27 13:05] Train Step 2960/4000, Batch Size = 128, Examples/Sec = 6751.48, Accuracy = 0.12, Loss = 2.340
[2019-11-27 13:05] Train Step 2970/4000, Batch Size = 128, Examples/Sec = 6231.16, Accuracy = 0.23, Loss = 1.796
[2019-11-27 13:05] Train Step 2980/4000, Batch Size = 128, Examples/Sec = 6463.57, Accuracy = 0.23, Loss = 1.720
[2019-11-27 13:05] Train Step 2990/4000, Batch Size = 128, Examples/Sec = 6569.80, Accuracy = 0.15, Loss = 1.693
[2019-11-27 13:05] Train Step 3000/4000, Batch Size = 128, Examples/Sec = 6890.73, Accuracy = 0.20, Loss = 1.725
[2019-11-27 13:05] Train Step 3010/4000, Batch Size = 128, Examples/Sec = 6485.83, Accuracy = 0.20, Loss = 1.709
[2019-11-27 13:05] Train Step 3020/4000, Batch Size = 128, Examples/Sec = 6361.48, Accuracy = 0.30, Loss = 1.640
[2019-11-27 13:05] Train Step 3030/4000, Batch Size = 128, Examples/Sec = 6158.12, Accuracy = 0.23, Loss = 1.700
[2019-11-27 13:05] Train Step 3040/4000, Batch Size = 128, Examples/Sec = 6192.78, Accuracy = 0.25, Loss = 1.629
[2019-11-27 13:05] Train Step 3050/4000, Batch Size = 128, Examples/Sec = 6453.94, Accuracy = 0.25, Loss = 1.666
[2019-11-27 13:05] Train Step 3060/4000, Batch Size = 128, Examples/Sec = 6481.29, Accuracy = 0.20, Loss = 1.663
[2019-11-27 13:05] Train Step 3070/4000, Batch Size = 128, Examples/Sec = 6477.46, Accuracy = 0.20, Loss = 1.666
[2019-11-27 13:05] Train Step 3080/4000, Batch Size = 128, Examples/Sec = 6061.00, Accuracy = 0.22, Loss = 1.690
[2019-11-27 13:05] Train Step 3090/4000, Batch Size = 128, Examples/Sec = 6410.25, Accuracy = 0.22, Loss = 1.668
[2019-11-27 13:05] Train Step 3100/4000, Batch Size = 128, Examples/Sec = 6458.29, Accuracy = 0.21, Loss = 1.661
[2019-11-27 13:05] Train Step 3110/4000, Batch Size = 128, Examples/Sec = 6311.90, Accuracy = 0.22, Loss = 1.665
[2019-11-27 13:05] Train Step 3120/4000, Batch Size = 128, Examples/Sec = 6183.44, Accuracy = 0.19, Loss = 1.669
[2019-11-27 13:05] Train Step 3130/4000, Batch Size = 128, Examples/Sec = 6313.83, Accuracy = 0.23, Loss = 1.646
[2019-11-27 13:05] Train Step 3140/4000, Batch Size = 128, Examples/Sec = 6384.56, Accuracy = 0.18, Loss = 1.668
[2019-11-27 13:05] Train Step 3150/4000, Batch Size = 128, Examples/Sec = 6017.32, Accuracy = 0.16, Loss = 1.723
[2019-11-27 13:05] Train Step 3160/4000, Batch Size = 128, Examples/Sec = 6292.73, Accuracy = 0.18, Loss = 1.665
[2019-11-27 13:06] Train Step 3170/4000, Batch Size = 128, Examples/Sec = 6434.37, Accuracy = 0.15, Loss = 1.686
[2019-11-27 13:06] Train Step 3180/4000, Batch Size = 128, Examples/Sec = 6138.97, Accuracy = 0.16, Loss = 1.679
[2019-11-27 13:06] Train Step 3190/4000, Batch Size = 128, Examples/Sec = 6424.36, Accuracy = 0.26, Loss = 1.615
[2019-11-27 13:06] Train Step 3200/4000, Batch Size = 128, Examples/Sec = 6431.83, Accuracy = 0.24, Loss = 1.639
[2019-11-27 13:06] Train Step 3210/4000, Batch Size = 128, Examples/Sec = 6879.52, Accuracy = 0.27, Loss = 1.630
[2019-11-27 13:06] Train Step 3220/4000, Batch Size = 128, Examples/Sec = 6899.32, Accuracy = 0.18, Loss = 1.657
[2019-11-27 13:06] Train Step 3230/4000, Batch Size = 128, Examples/Sec = 6883.49, Accuracy = 0.20, Loss = 1.679
[2019-11-27 13:06] Train Step 3240/4000, Batch Size = 128, Examples/Sec = 6420.83, Accuracy = 0.15, Loss = 1.648
[2019-11-27 13:06] Train Step 3250/4000, Batch Size = 128, Examples/Sec = 6656.55, Accuracy = 0.18, Loss = 1.655
[2019-11-27 13:06] Train Step 3260/4000, Batch Size = 128, Examples/Sec = 6201.08, Accuracy = 0.14, Loss = 1.694
[2019-11-27 13:06] Train Step 3270/4000, Batch Size = 128, Examples/Sec = 6296.06, Accuracy = 0.22, Loss = 1.635
[2019-11-27 13:06] Train Step 3280/4000, Batch Size = 128, Examples/Sec = 6411.78, Accuracy = 0.20, Loss = 1.683
[2019-11-27 13:06] Train Step 3290/4000, Batch Size = 128, Examples/Sec = 6361.63, Accuracy = 0.20, Loss = 1.712
[2019-11-27 13:06] Train Step 3300/4000, Batch Size = 128, Examples/Sec = 6455.34, Accuracy = 0.27, Loss = 1.674
[2019-11-27 13:06] Train Step 3310/4000, Batch Size = 128, Examples/Sec = 6550.72, Accuracy = 0.23, Loss = 1.661
[2019-11-27 13:06] Train Step 3320/4000, Batch Size = 128, Examples/Sec = 6629.35, Accuracy = 0.20, Loss = 1.648
[2019-11-27 13:06] Train Step 3330/4000, Batch Size = 128, Examples/Sec = 6595.71, Accuracy = 0.19, Loss = 1.661
[2019-11-27 13:06] Train Step 3340/4000, Batch Size = 128, Examples/Sec = 6466.07, Accuracy = 0.17, Loss = 1.703
[2019-11-27 13:06] Train Step 3350/4000, Batch Size = 128, Examples/Sec = 5684.60, Accuracy = 0.20, Loss = 1.765
[2019-11-27 13:06] Train Step 3360/4000, Batch Size = 128, Examples/Sec = 6530.72, Accuracy = 0.17, Loss = 1.759
[2019-11-27 13:06] Train Step 3370/4000, Batch Size = 128, Examples/Sec = 6308.85, Accuracy = 0.23, Loss = 1.654
[2019-11-27 13:06] Train Step 3380/4000, Batch Size = 128, Examples/Sec = 6476.52, Accuracy = 0.22, Loss = 1.701
[2019-11-27 13:06] Train Step 3390/4000, Batch Size = 128, Examples/Sec = 6571.65, Accuracy = 0.20, Loss = 1.686
[2019-11-27 13:06] Train Step 3400/4000, Batch Size = 128, Examples/Sec = 6512.34, Accuracy = 0.27, Loss = 1.740
[2019-11-27 13:06] Train Step 3410/4000, Batch Size = 128, Examples/Sec = 5732.62, Accuracy = 0.18, Loss = 1.716
[2019-11-27 13:06] Train Step 3420/4000, Batch Size = 128, Examples/Sec = 6514.32, Accuracy = 0.16, Loss = 1.746
[2019-11-27 13:06] Train Step 3430/4000, Batch Size = 128, Examples/Sec = 6739.02, Accuracy = 0.20, Loss = 1.702
[2019-11-27 13:06] Train Step 3440/4000, Batch Size = 128, Examples/Sec = 6439.69, Accuracy = 0.20, Loss = 1.701
[2019-11-27 13:06] Train Step 3450/4000, Batch Size = 128, Examples/Sec = 6456.81, Accuracy = 0.17, Loss = 1.734
[2019-11-27 13:06] Train Step 3460/4000, Batch Size = 128, Examples/Sec = 6529.77, Accuracy = 0.20, Loss = 1.745
[2019-11-27 13:06] Train Step 3470/4000, Batch Size = 128, Examples/Sec = 5667.92, Accuracy = 0.22, Loss = 1.713
[2019-11-27 13:06] Train Step 3480/4000, Batch Size = 128, Examples/Sec = 5638.22, Accuracy = 0.16, Loss = 1.773
[2019-11-27 13:06] Train Step 3490/4000, Batch Size = 128, Examples/Sec = 6788.79, Accuracy = 0.16, Loss = 1.849
[2019-11-27 13:06] Train Step 3500/4000, Batch Size = 128, Examples/Sec = 6742.92, Accuracy = 0.23, Loss = 1.745
[2019-11-27 13:06] Train Step 3510/4000, Batch Size = 128, Examples/Sec = 5951.68, Accuracy = 0.20, Loss = 1.725
[2019-11-27 13:06] Train Step 3520/4000, Batch Size = 128, Examples/Sec = 5727.54, Accuracy = 0.15, Loss = 1.782
[2019-11-27 13:06] Train Step 3530/4000, Batch Size = 128, Examples/Sec = 7081.61, Accuracy = 0.21, Loss = 1.805
[2019-11-27 13:06] Train Step 3540/4000, Batch Size = 128, Examples/Sec = 6731.08, Accuracy = 0.14, Loss = 1.836
[2019-11-27 13:06] Train Step 3550/4000, Batch Size = 128, Examples/Sec = 7260.70, Accuracy = 0.16, Loss = 1.842
[2019-11-27 13:06] Train Step 3560/4000, Batch Size = 128, Examples/Sec = 6019.61, Accuracy = 0.16, Loss = 1.844
[2019-11-27 13:06] Train Step 3570/4000, Batch Size = 128, Examples/Sec = 5846.29, Accuracy = 0.20, Loss = 1.840
[2019-11-27 13:06] Train Step 3580/4000, Batch Size = 128, Examples/Sec = 5755.29, Accuracy = 0.16, Loss = 1.773
[2019-11-27 13:06] Train Step 3590/4000, Batch Size = 128, Examples/Sec = 5686.95, Accuracy = 0.20, Loss = 1.848
[2019-11-27 13:06] Train Step 3600/4000, Batch Size = 128, Examples/Sec = 5968.28, Accuracy = 0.17, Loss = 1.849
[2019-11-27 13:06] Train Step 3610/4000, Batch Size = 128, Examples/Sec = 5768.03, Accuracy = 0.20, Loss = 1.832
[2019-11-27 13:06] Train Step 3620/4000, Batch Size = 128, Examples/Sec = 5880.23, Accuracy = 0.27, Loss = 1.732
[2019-11-27 13:06] Train Step 3630/4000, Batch Size = 128, Examples/Sec = 5815.07, Accuracy = 0.23, Loss = 1.789
[2019-11-27 13:06] Train Step 3640/4000, Batch Size = 128, Examples/Sec = 5735.25, Accuracy = 0.16, Loss = 1.799
[2019-11-27 13:06] Train Step 3650/4000, Batch Size = 128, Examples/Sec = 5825.61, Accuracy = 0.21, Loss = 1.870
[2019-11-27 13:06] Train Step 3660/4000, Batch Size = 128, Examples/Sec = 5946.47, Accuracy = 0.20, Loss = 1.840
[2019-11-27 13:06] Train Step 3670/4000, Batch Size = 128, Examples/Sec = 5625.81, Accuracy = 0.21, Loss = 1.822
[2019-11-27 13:06] Train Step 3680/4000, Batch Size = 128, Examples/Sec = 5941.07, Accuracy = 0.18, Loss = 1.760
[2019-11-27 13:06] Train Step 3690/4000, Batch Size = 128, Examples/Sec = 5826.75, Accuracy = 0.25, Loss = 1.840
[2019-11-27 13:06] Train Step 3700/4000, Batch Size = 128, Examples/Sec = 5743.10, Accuracy = 0.15, Loss = 1.864
[2019-11-27 13:06] Train Step 3710/4000, Batch Size = 128, Examples/Sec = 5852.99, Accuracy = 0.28, Loss = 1.804
[2019-11-27 13:06] Train Step 3720/4000, Batch Size = 128, Examples/Sec = 5756.28, Accuracy = 0.16, Loss = 1.819
[2019-11-27 13:06] Train Step 3730/4000, Batch Size = 128, Examples/Sec = 5886.10, Accuracy = 0.22, Loss = 1.792
[2019-11-27 13:06] Train Step 3740/4000, Batch Size = 128, Examples/Sec = 5721.44, Accuracy = 0.18, Loss = 1.861
[2019-11-27 13:06] Train Step 3750/4000, Batch Size = 128, Examples/Sec = 6012.73, Accuracy = 0.21, Loss = 1.927
[2019-11-27 13:06] Train Step 3760/4000, Batch Size = 128, Examples/Sec = 5733.17, Accuracy = 0.16, Loss = 1.862
[2019-11-27 13:06] Train Step 3770/4000, Batch Size = 128, Examples/Sec = 6000.97, Accuracy = 0.20, Loss = 1.866
[2019-11-27 13:06] Train Step 3780/4000, Batch Size = 128, Examples/Sec = 5695.64, Accuracy = 0.19, Loss = 1.841
[2019-11-27 13:06] Train Step 3790/4000, Batch Size = 128, Examples/Sec = 5738.13, Accuracy = 0.16, Loss = 1.822
[2019-11-27 13:06] Train Step 3800/4000, Batch Size = 128, Examples/Sec = 5751.84, Accuracy = 0.22, Loss = 1.821
[2019-11-27 13:06] Train Step 3810/4000, Batch Size = 128, Examples/Sec = 5723.51, Accuracy = 0.15, Loss = 1.923
[2019-11-27 13:06] Train Step 3820/4000, Batch Size = 128, Examples/Sec = 5899.29, Accuracy = 0.24, Loss = 1.797
[2019-11-27 13:06] Train Step 3830/4000, Batch Size = 128, Examples/Sec = 5888.81, Accuracy = 0.23, Loss = 1.771
[2019-11-27 13:06] Train Step 3840/4000, Batch Size = 128, Examples/Sec = 5733.66, Accuracy = 0.18, Loss = 1.906
[2019-11-27 13:06] Train Step 3850/4000, Batch Size = 128, Examples/Sec = 5830.80, Accuracy = 0.15, Loss = 1.843
[2019-11-27 13:06] Train Step 3860/4000, Batch Size = 128, Examples/Sec = 6063.39, Accuracy = 0.23, Loss = 1.876
[2019-11-27 13:06] Train Step 3870/4000, Batch Size = 128, Examples/Sec = 5988.32, Accuracy = 0.20, Loss = 1.853
[2019-11-27 13:06] Train Step 3880/4000, Batch Size = 128, Examples/Sec = 6101.15, Accuracy = 0.20, Loss = 1.860
[2019-11-27 13:06] Train Step 3890/4000, Batch Size = 128, Examples/Sec = 5817.59, Accuracy = 0.19, Loss = 1.855
[2019-11-27 13:06] Train Step 3900/4000, Batch Size = 128, Examples/Sec = 6432.75, Accuracy = 0.31, Loss = 1.728
[2019-11-27 13:06] Train Step 3910/4000, Batch Size = 128, Examples/Sec = 6588.50, Accuracy = 0.18, Loss = 1.899
[2019-11-27 13:06] Train Step 3920/4000, Batch Size = 128, Examples/Sec = 7228.83, Accuracy = 0.17, Loss = 1.874
[2019-11-27 13:06] Train Step 3930/4000, Batch Size = 128, Examples/Sec = 7297.22, Accuracy = 0.22, Loss = 1.777
[2019-11-27 13:06] Train Step 3940/4000, Batch Size = 128, Examples/Sec = 7100.72, Accuracy = 0.27, Loss = 1.712
[2019-11-27 13:06] Train Step 3950/4000, Batch Size = 128, Examples/Sec = 6543.06, Accuracy = 0.21, Loss = 1.832
[2019-11-27 13:06] Train Step 3960/4000, Batch Size = 128, Examples/Sec = 5960.20, Accuracy = 0.14, Loss = 1.819
[2019-11-27 13:06] Train Step 3970/4000, Batch Size = 128, Examples/Sec = 6017.79, Accuracy = 0.20, Loss = 1.868
[2019-11-27 13:06] Train Step 3980/4000, Batch Size = 128, Examples/Sec = 5772.00, Accuracy = 0.19, Loss = 1.894
[2019-11-27 13:06] Train Step 3990/4000, Batch Size = 128, Examples/Sec = 5996.68, Accuracy = 0.24, Loss = 1.809
[2019-11-27 13:06] Train Step 4000/4000, Batch Size = 128, Examples/Sec = 5735.56, Accuracy = 0.27, Loss = 1.786
Iteration 3 with T: 29
[2019-11-27 13:06] Train Step 0000/4000, Batch Size = 128, Examples/Sec = 6284.26, Accuracy = 0.09, Loss = 2.591
[2019-11-27 13:06] Train Step 0010/4000, Batch Size = 128, Examples/Sec = 6595.22, Accuracy = 0.19, Loss = 2.298
[2019-11-27 13:06] Train Step 0020/4000, Batch Size = 128, Examples/Sec = 6492.42, Accuracy = 0.08, Loss = 2.394
[2019-11-27 13:06] Train Step 0030/4000, Batch Size = 128, Examples/Sec = 6476.75, Accuracy = 0.12, Loss = 2.325
[2019-11-27 13:06] Train Step 0040/4000, Batch Size = 128, Examples/Sec = 6960.69, Accuracy = 0.10, Loss = 2.339
[2019-11-27 13:06] Train Step 0050/4000, Batch Size = 128, Examples/Sec = 6551.36, Accuracy = 0.12, Loss = 2.350
[2019-11-27 13:06] Train Step 0060/4000, Batch Size = 128, Examples/Sec = 6545.85, Accuracy = 0.05, Loss = 2.361
[2019-11-27 13:06] Train Step 0070/4000, Batch Size = 128, Examples/Sec = 6903.05, Accuracy = 0.09, Loss = 2.337
[2019-11-27 13:06] Train Step 0080/4000, Batch Size = 128, Examples/Sec = 6789.65, Accuracy = 0.11, Loss = 2.300
[2019-11-27 13:06] Train Step 0090/4000, Batch Size = 128, Examples/Sec = 6465.52, Accuracy = 0.05, Loss = 2.355
[2019-11-27 13:06] Train Step 0100/4000, Batch Size = 128, Examples/Sec = 6262.20, Accuracy = 0.09, Loss = 2.334
[2019-11-27 13:06] Train Step 0110/4000, Batch Size = 128, Examples/Sec = 6884.55, Accuracy = 0.11, Loss = 2.312
[2019-11-27 13:06] Train Step 0120/4000, Batch Size = 128, Examples/Sec = 6995.70, Accuracy = 0.07, Loss = 2.356
[2019-11-27 13:06] Train Step 0130/4000, Batch Size = 128, Examples/Sec = 6547.85, Accuracy = 0.08, Loss = 2.329
[2019-11-27 13:06] Train Step 0140/4000, Batch Size = 128, Examples/Sec = 6518.43, Accuracy = 0.10, Loss = 2.372
[2019-11-27 13:06] Train Step 0150/4000, Batch Size = 128, Examples/Sec = 5804.89, Accuracy = 0.10, Loss = 2.343
[2019-11-27 13:06] Train Step 0160/4000, Batch Size = 128, Examples/Sec = 6514.71, Accuracy = 0.06, Loss = 2.372
[2019-11-27 13:06] Train Step 0170/4000, Batch Size = 128, Examples/Sec = 6338.72, Accuracy = 0.02, Loss = 2.367
[2019-11-27 13:06] Train Step 0180/4000, Batch Size = 128, Examples/Sec = 6132.65, Accuracy = 0.12, Loss = 2.346
[2019-11-27 13:06] Train Step 0190/4000, Batch Size = 128, Examples/Sec = 6092.36, Accuracy = 0.05, Loss = 2.331
[2019-11-27 13:06] Train Step 0200/4000, Batch Size = 128, Examples/Sec = 6452.31, Accuracy = 0.09, Loss = 2.341
[2019-11-27 13:06] Train Step 0210/4000, Batch Size = 128, Examples/Sec = 6511.00, Accuracy = 0.11, Loss = 2.323
[2019-11-27 13:06] Train Step 0220/4000, Batch Size = 128, Examples/Sec = 6150.22, Accuracy = 0.08, Loss = 2.301
[2019-11-27 13:06] Train Step 0230/4000, Batch Size = 128, Examples/Sec = 6606.99, Accuracy = 0.10, Loss = 2.314
[2019-11-27 13:06] Train Step 0240/4000, Batch Size = 128, Examples/Sec = 5899.55, Accuracy = 0.06, Loss = 2.315
[2019-11-27 13:06] Train Step 0250/4000, Batch Size = 128, Examples/Sec = 5839.04, Accuracy = 0.09, Loss = 2.311
[2019-11-27 13:06] Train Step 0260/4000, Batch Size = 128, Examples/Sec = 5692.56, Accuracy = 0.09, Loss = 2.323
[2019-11-27 13:06] Train Step 0270/4000, Batch Size = 128, Examples/Sec = 5818.04, Accuracy = 0.07, Loss = 2.334
[2019-11-27 13:06] Train Step 0280/4000, Batch Size = 128, Examples/Sec = 6289.20, Accuracy = 0.10, Loss = 2.360
[2019-11-27 13:06] Train Step 0290/4000, Batch Size = 128, Examples/Sec = 6114.22, Accuracy = 0.11, Loss = 2.323
[2019-11-27 13:06] Train Step 0300/4000, Batch Size = 128, Examples/Sec = 6259.57, Accuracy = 0.12, Loss = 2.304
[2019-11-27 13:06] Train Step 0310/4000, Batch Size = 128, Examples/Sec = 6334.69, Accuracy = 0.10, Loss = 2.350
[2019-11-27 13:06] Train Step 0320/4000, Batch Size = 128, Examples/Sec = 6208.18, Accuracy = 0.07, Loss = 2.342
[2019-11-27 13:06] Train Step 0330/4000, Batch Size = 128, Examples/Sec = 6121.12, Accuracy = 0.09, Loss = 2.316
[2019-11-27 13:06] Train Step 0340/4000, Batch Size = 128, Examples/Sec = 6825.30, Accuracy = 0.12, Loss = 2.322
[2019-11-27 13:06] Train Step 0350/4000, Batch Size = 128, Examples/Sec = 6825.73, Accuracy = 0.09, Loss = 2.307
[2019-11-27 13:06] Train Step 0360/4000, Batch Size = 128, Examples/Sec = 6184.86, Accuracy = 0.09, Loss = 2.342
[2019-11-27 13:06] Train Step 0370/4000, Batch Size = 128, Examples/Sec = 6118.68, Accuracy = 0.12, Loss = 2.313
[2019-11-27 13:06] Train Step 0380/4000, Batch Size = 128, Examples/Sec = 6288.53, Accuracy = 0.16, Loss = 2.319
[2019-11-27 13:06] Train Step 0390/4000, Batch Size = 128, Examples/Sec = 6477.77, Accuracy = 0.10, Loss = 2.317
[2019-11-27 13:06] Train Step 0400/4000, Batch Size = 128, Examples/Sec = 6082.21, Accuracy = 0.09, Loss = 2.319
[2019-11-27 13:06] Train Step 0410/4000, Batch Size = 128, Examples/Sec = 6428.36, Accuracy = 0.10, Loss = 2.337
[2019-11-27 13:06] Train Step 0420/4000, Batch Size = 128, Examples/Sec = 6354.71, Accuracy = 0.10, Loss = 2.320
[2019-11-27 13:06] Train Step 0430/4000, Batch Size = 128, Examples/Sec = 6271.05, Accuracy = 0.12, Loss = 2.298
[2019-11-27 13:06] Train Step 0440/4000, Batch Size = 128, Examples/Sec = 6345.02, Accuracy = 0.08, Loss = 2.334
[2019-11-27 13:06] Train Step 0450/4000, Batch Size = 128, Examples/Sec = 6299.38, Accuracy = 0.12, Loss = 2.292
[2019-11-27 13:06] Train Step 0460/4000, Batch Size = 128, Examples/Sec = 6139.53, Accuracy = 0.16, Loss = 2.290
[2019-11-27 13:06] Train Step 0470/4000, Batch Size = 128, Examples/Sec = 6374.47, Accuracy = 0.09, Loss = 2.320
[2019-11-27 13:06] Train Step 0480/4000, Batch Size = 128, Examples/Sec = 6426.13, Accuracy = 0.09, Loss = 2.315
[2019-11-27 13:06] Train Step 0490/4000, Batch Size = 128, Examples/Sec = 6111.15, Accuracy = 0.12, Loss = 2.314
[2019-11-27 13:06] Train Step 0500/4000, Batch Size = 128, Examples/Sec = 6297.83, Accuracy = 0.10, Loss = 2.344
[2019-11-27 13:06] Train Step 0510/4000, Batch Size = 128, Examples/Sec = 6327.15, Accuracy = 0.09, Loss = 2.321
[2019-11-27 13:06] Train Step 0520/4000, Batch Size = 128, Examples/Sec = 6205.45, Accuracy = 0.12, Loss = 2.312
[2019-11-27 13:06] Train Step 0530/4000, Batch Size = 128, Examples/Sec = 6475.35, Accuracy = 0.07, Loss = 2.314
[2019-11-27 13:06] Train Step 0540/4000, Batch Size = 128, Examples/Sec = 6248.35, Accuracy = 0.10, Loss = 2.308
[2019-11-27 13:06] Train Step 0550/4000, Batch Size = 128, Examples/Sec = 6509.10, Accuracy = 0.16, Loss = 2.302
[2019-11-27 13:06] Train Step 0560/4000, Batch Size = 128, Examples/Sec = 6469.42, Accuracy = 0.10, Loss = 2.297
[2019-11-27 13:06] Train Step 0570/4000, Batch Size = 128, Examples/Sec = 6627.14, Accuracy = 0.14, Loss = 2.309
[2019-11-27 13:06] Train Step 0580/4000, Batch Size = 128, Examples/Sec = 6504.61, Accuracy = 0.10, Loss = 2.316
[2019-11-27 13:06] Train Step 0590/4000, Batch Size = 128, Examples/Sec = 6481.76, Accuracy = 0.08, Loss = 2.328
[2019-11-27 13:06] Train Step 0600/4000, Batch Size = 128, Examples/Sec = 6735.81, Accuracy = 0.12, Loss = 2.310
[2019-11-27 13:06] Train Step 0610/4000, Batch Size = 128, Examples/Sec = 6507.53, Accuracy = 0.06, Loss = 2.306
[2019-11-27 13:06] Train Step 0620/4000, Batch Size = 128, Examples/Sec = 7905.39, Accuracy = 0.09, Loss = 2.336
[2019-11-27 13:06] Train Step 0630/4000, Batch Size = 128, Examples/Sec = 6601.22, Accuracy = 0.09, Loss = 2.312
[2019-11-27 13:06] Train Step 0640/4000, Batch Size = 128, Examples/Sec = 6503.98, Accuracy = 0.09, Loss = 2.334
[2019-11-27 13:06] Train Step 0650/4000, Batch Size = 128, Examples/Sec = 6351.62, Accuracy = 0.09, Loss = 2.325
[2019-11-27 13:06] Train Step 0660/4000, Batch Size = 128, Examples/Sec = 6397.49, Accuracy = 0.08, Loss = 2.354
[2019-11-27 13:06] Train Step 0670/4000, Batch Size = 128, Examples/Sec = 6549.20, Accuracy = 0.09, Loss = 2.313
[2019-11-27 13:06] Train Step 0680/4000, Batch Size = 128, Examples/Sec = 6254.54, Accuracy = 0.14, Loss = 2.296
[2019-11-27 13:06] Train Step 0690/4000, Batch Size = 128, Examples/Sec = 6638.85, Accuracy = 0.08, Loss = 2.296
[2019-11-27 13:06] Train Step 0700/4000, Batch Size = 128, Examples/Sec = 6614.89, Accuracy = 0.09, Loss = 2.317
[2019-11-27 13:06] Train Step 0710/4000, Batch Size = 128, Examples/Sec = 6725.85, Accuracy = 0.13, Loss = 2.304
[2019-11-27 13:06] Train Step 0720/4000, Batch Size = 128, Examples/Sec = 6376.37, Accuracy = 0.10, Loss = 2.307
[2019-11-27 13:06] Train Step 0730/4000, Batch Size = 128, Examples/Sec = 7050.64, Accuracy = 0.09, Loss = 2.323
[2019-11-27 13:06] Train Step 0740/4000, Batch Size = 128, Examples/Sec = 6858.60, Accuracy = 0.06, Loss = 2.332
[2019-11-27 13:06] Train Step 0750/4000, Batch Size = 128, Examples/Sec = 6999.16, Accuracy = 0.11, Loss = 2.309
[2019-11-27 13:06] Train Step 0760/4000, Batch Size = 128, Examples/Sec = 6292.22, Accuracy = 0.07, Loss = 2.318
[2019-11-27 13:06] Train Step 0770/4000, Batch Size = 128, Examples/Sec = 6080.28, Accuracy = 0.11, Loss = 2.310
[2019-11-27 13:06] Train Step 0780/4000, Batch Size = 128, Examples/Sec = 6544.01, Accuracy = 0.11, Loss = 2.333
[2019-11-27 13:06] Train Step 0790/4000, Batch Size = 128, Examples/Sec = 6423.28, Accuracy = 0.09, Loss = 2.317
[2019-11-27 13:06] Train Step 0800/4000, Batch Size = 128, Examples/Sec = 6341.94, Accuracy = 0.10, Loss = 2.326
[2019-11-27 13:06] Train Step 0810/4000, Batch Size = 128, Examples/Sec = 6427.28, Accuracy = 0.07, Loss = 2.324
[2019-11-27 13:06] Train Step 0820/4000, Batch Size = 128, Examples/Sec = 6215.29, Accuracy = 0.15, Loss = 2.300
[2019-11-27 13:06] Train Step 0830/4000, Batch Size = 128, Examples/Sec = 6424.44, Accuracy = 0.10, Loss = 2.306
[2019-11-27 13:06] Train Step 0840/4000, Batch Size = 128, Examples/Sec = 6045.03, Accuracy = 0.12, Loss = 2.308
[2019-11-27 13:06] Train Step 0850/4000, Batch Size = 128, Examples/Sec = 6508.16, Accuracy = 0.14, Loss = 2.282
[2019-11-27 13:06] Train Step 0860/4000, Batch Size = 128, Examples/Sec = 6215.65, Accuracy = 0.16, Loss = 2.299
[2019-11-27 13:06] Train Step 0870/4000, Batch Size = 128, Examples/Sec = 6547.61, Accuracy = 0.08, Loss = 2.306
[2019-11-27 13:06] Train Step 0880/4000, Batch Size = 128, Examples/Sec = 6312.34, Accuracy = 0.05, Loss = 2.367
[2019-11-27 13:06] Train Step 0890/4000, Batch Size = 128, Examples/Sec = 6665.31, Accuracy = 0.10, Loss = 2.299
[2019-11-27 13:06] Train Step 0900/4000, Batch Size = 128, Examples/Sec = 6076.64, Accuracy = 0.09, Loss = 2.299
[2019-11-27 13:07] Train Step 0910/4000, Batch Size = 128, Examples/Sec = 6207.96, Accuracy = 0.15, Loss = 2.303
[2019-11-27 13:07] Train Step 0920/4000, Batch Size = 128, Examples/Sec = 6635.82, Accuracy = 0.05, Loss = 2.318
[2019-11-27 13:07] Train Step 0930/4000, Batch Size = 128, Examples/Sec = 6427.44, Accuracy = 0.09, Loss = 2.323
[2019-11-27 13:07] Train Step 0940/4000, Batch Size = 128, Examples/Sec = 6512.97, Accuracy = 0.12, Loss = 2.297
[2019-11-27 13:07] Train Step 0950/4000, Batch Size = 128, Examples/Sec = 6482.77, Accuracy = 0.10, Loss = 2.319
