Iteration 0 with T: 30
[2019-11-27 13:19] Train Step 0000/4000, Batch Size = 128, Examples/Sec = 5171.27, Accuracy = 0.10, Loss = 2.677
[2019-11-27 13:59] Train Step 2390/4000, Batch Size = 128, Examples/Sec = 7735.45, Accuracy = 0.05, Loss = 2.318
[2019-11-27 13:59] Train Step 2400/4000, Batch Size = 128, Examples/Sec = 7746.05, Accuracy = 0.09, Loss = 2.317
[2019-11-27 13:59] Train Step 2410/4000, Batch Size = 128, Examples/Sec = 7715.88, Accuracy = 0.11, Loss = 2.309
[2019-11-27 13:59] Train Step 2420/4000, Batch Size = 128, Examples/Sec = 7736.90, Accuracy = 0.11, Loss = 2.307
[2019-11-27 13:59] Train Step 2430/4000, Batch Size = 128, Examples/Sec = 5975.52, Accuracy = 0.12, Loss = 2.300
[2019-11-27 13:59] Train Step 2440/4000, Batch Size = 128, Examples/Sec = 7734.89, Accuracy = 0.04, Loss = 2.316
[2019-11-27 13:59] Train Step 2450/4000, Batch Size = 128, Examples/Sec = 5808.34, Accuracy = 0.07, Loss = 2.300
[2019-11-27 13:59] Train Step 2460/4000, Batch Size = 128, Examples/Sec = 6003.59, Accuracy = 0.08, Loss = 2.316
[2019-11-27 13:59] Train Step 2470/4000, Batch Size = 128, Examples/Sec = 5809.79, Accuracy = 0.06, Loss = 2.306
[2019-11-27 13:59] Train Step 2480/4000, Batch Size = 128, Examples/Sec = 7749.63, Accuracy = 0.06, Loss = 2.310
[2019-11-27 13:59] Train Step 2490/4000, Batch Size = 128, Examples/Sec = 7740.35, Accuracy = 0.11, Loss = 2.300
[2019-11-27 13:59] Train Step 2500/4000, Batch Size = 128, Examples/Sec = 7758.14, Accuracy = 0.09, Loss = 2.312
[2019-11-27 13:59] Train Step 2510/4000, Batch Size = 128, Examples/Sec = 5788.93, Accuracy = 0.09, Loss = 2.306
[2019-11-27 13:59] Train Step 2520/4000, Batch Size = 128, Examples/Sec = 8013.36, Accuracy = 0.11, Loss = 2.283
[2019-11-27 13:59] Train Step 2530/4000, Batch Size = 128, Examples/Sec = 5982.12, Accuracy = 0.09, Loss = 2.309
[2019-11-27 13:59] Train Step 2540/4000, Batch Size = 128, Examples/Sec = 7735.56, Accuracy = 0.09, Loss = 2.306
[2019-11-27 13:59] Train Step 2550/4000, Batch Size = 128, Examples/Sec = 7735.11, Accuracy = 0.11, Loss = 2.308
[2019-11-27 13:59] Train Step 2560/4000, Batch Size = 128, Examples/Sec = 7727.87, Accuracy = 0.02, Loss = 2.324
[2019-11-27 13:59] Train Step 2570/4000, Batch Size = 128, Examples/Sec = 7758.47, Accuracy = 0.09, Loss = 2.316
[2019-11-27 13:59] Train Step 2580/4000, Batch Size = 128, Examples/Sec = 7716.21, Accuracy = 0.09, Loss = 2.309
[2019-11-27 13:59] Train Step 2590/4000, Batch Size = 128, Examples/Sec = 6127.40, Accuracy = 0.16, Loss = 2.165
[2019-11-27 13:59] Train Step 2600/4000, Batch Size = 128, Examples/Sec = 7730.32, Accuracy = 0.15, Loss = 1.952
[2019-11-27 13:59] Train Step 2610/4000, Batch Size = 128, Examples/Sec = 6040.20, Accuracy = 0.18, Loss = 1.948
[2019-11-27 13:59] Train Step 2620/4000, Batch Size = 128, Examples/Sec = 6108.93, Accuracy = 0.16, Loss = 1.944
[2019-11-27 13:59] Train Step 2630/4000, Batch Size = 128, Examples/Sec = 6189.93, Accuracy = 0.15, Loss = 2.005
[2019-11-27 13:59] Train Step 2640/4000, Batch Size = 128, Examples/Sec = 7749.52, Accuracy = 0.16, Loss = 2.064
[2019-11-27 13:59] Train Step 2650/4000, Batch Size = 128, Examples/Sec = 6141.63, Accuracy = 0.27, Loss = 1.913
[2019-11-27 13:59] Train Step 2660/4000, Batch Size = 128, Examples/Sec = 7539.16, Accuracy = 0.18, Loss = 2.048
[2019-11-27 13:59] Train Step 2670/4000, Batch Size = 128, Examples/Sec = 7733.89, Accuracy = 0.23, Loss = 1.950
[2019-11-27 13:59] Train Step 2680/4000, Batch Size = 128, Examples/Sec = 6144.09, Accuracy = 0.21, Loss = 1.943
[2019-11-27 13:59] Train Step 2690/4000, Batch Size = 128, Examples/Sec = 7730.77, Accuracy = 0.28, Loss = 1.929
[2019-11-27 13:59] Train Step 2700/4000, Batch Size = 128, Examples/Sec = 7745.71, Accuracy = 0.20, Loss = 2.048
[2019-11-27 13:59] Train Step 2710/4000, Batch Size = 128, Examples/Sec = 7716.99, Accuracy = 0.20, Loss = 2.073
[2019-11-27 13:59] Train Step 2720/4000, Batch Size = 128, Examples/Sec = 7725.21, Accuracy = 0.14, Loss = 2.122
[2019-11-27 13:59] Train Step 2730/4000, Batch Size = 128, Examples/Sec = 7724.09, Accuracy = 0.14, Loss = 2.063
[2019-11-27 13:59] Train Step 2740/4000, Batch Size = 128, Examples/Sec = 5921.22, Accuracy = 0.20, Loss = 1.928
[2019-11-27 13:59] Train Step 2750/4000, Batch Size = 128, Examples/Sec = 5823.59, Accuracy = 0.25, Loss = 2.035
[2019-11-27 13:59] Train Step 2760/4000, Batch Size = 128, Examples/Sec = 7698.18, Accuracy = 0.16, Loss = 2.032
[2019-11-27 13:59] Train Step 2770/4000, Batch Size = 128, Examples/Sec = 7727.87, Accuracy = 0.23, Loss = 1.978
[2019-11-27 13:59] Train Step 2780/4000, Batch Size = 128, Examples/Sec = 7725.43, Accuracy = 0.23, Loss = 2.078
[2019-11-27 13:59] Train Step 2790/4000, Batch Size = 128, Examples/Sec = 6190.78, Accuracy = 0.21, Loss = 2.057
[2019-11-27 13:59] Train Step 2800/4000, Batch Size = 128, Examples/Sec = 7735.45, Accuracy = 0.18, Loss = 2.033
[2019-11-27 13:59] Train Step 2810/4000, Batch Size = 128, Examples/Sec = 6084.28, Accuracy = 0.16, Loss = 2.065
[2019-11-27 13:59] Train Step 2820/4000, Batch Size = 128, Examples/Sec = 4058.13, Accuracy = 0.21, Loss = 2.063
[2019-11-27 13:59] Train Step 2830/4000, Batch Size = 128, Examples/Sec = 7736.45, Accuracy = 0.16, Loss = 2.044
[2019-11-27 14:00] Train Step 2840/4000, Batch Size = 128, Examples/Sec = 6043.53, Accuracy = 0.24, Loss = 1.977
[2019-11-27 14:00] Train Step 2850/4000, Batch Size = 128, Examples/Sec = 5992.80, Accuracy = 0.20, Loss = 2.025
[2019-11-27 14:00] Train Step 2860/4000, Batch Size = 128, Examples/Sec = 7737.34, Accuracy = 0.22, Loss = 2.097
[2019-11-27 14:00] Train Step 2870/4000, Batch Size = 128, Examples/Sec = 7724.54, Accuracy = 0.28, Loss = 1.979
[2019-11-27 14:00] Train Step 2880/4000, Batch Size = 128, Examples/Sec = 6026.37, Accuracy = 0.22, Loss = 1.995
[2019-11-27 14:00] Train Step 2890/4000, Batch Size = 128, Examples/Sec = 6036.60, Accuracy = 0.19, Loss = 2.094
[2019-11-27 14:00] Train Step 2900/4000, Batch Size = 128, Examples/Sec = 7700.28, Accuracy = 0.24, Loss = 1.967
[2019-11-27 14:00] Train Step 2910/4000, Batch Size = 128, Examples/Sec = 5881.26, Accuracy = 0.16, Loss = 2.119
[2019-11-27 14:00] Train Step 2920/4000, Batch Size = 128, Examples/Sec = 5888.10, Accuracy = 0.17, Loss = 2.115
[2019-11-27 14:00] Train Step 2930/4000, Batch Size = 128, Examples/Sec = 6202.80, Accuracy = 0.16, Loss = 2.146
[2019-11-27 14:00] Train Step 2940/4000, Batch Size = 128, Examples/Sec = 7700.39, Accuracy = 0.22, Loss = 1.904
[2019-11-27 14:00] Train Step 2950/4000, Batch Size = 128, Examples/Sec = 7710.56, Accuracy = 0.17, Loss = 1.988
[2019-11-27 14:00] Train Step 2960/4000, Batch Size = 128, Examples/Sec = 7747.73, Accuracy = 0.17, Loss = 2.041
[2019-11-27 14:00] Train Step 2970/4000, Batch Size = 128, Examples/Sec = 7734.67, Accuracy = 0.09, Loss = 2.385
[2019-11-27 14:00] Train Step 2980/4000, Batch Size = 128, Examples/Sec = 7740.35, Accuracy = 0.08, Loss = 2.325
[2019-11-27 14:00] Train Step 2990/4000, Batch Size = 128, Examples/Sec = 6006.34, Accuracy = 0.12, Loss = 2.329
[2019-11-27 14:00] Train Step 3000/4000, Batch Size = 128, Examples/Sec = 7719.32, Accuracy = 0.11, Loss = 2.316
[2019-11-27 14:00] Train Step 3010/4000, Batch Size = 128, Examples/Sec = 6050.20, Accuracy = 0.15, Loss = 2.311
[2019-11-27 14:00] Train Step 3020/4000, Batch Size = 128, Examples/Sec = 7717.10, Accuracy = 0.06, Loss = 2.320
[2019-11-27 14:00] Train Step 3030/4000, Batch Size = 128, Examples/Sec = 6218.03, Accuracy = 0.12, Loss = 2.302
[2019-11-27 14:00] Train Step 3040/4000, Batch Size = 128, Examples/Sec = 7733.00, Accuracy = 0.08, Loss = 2.306
[2019-11-27 14:00] Train Step 3050/4000, Batch Size = 128, Examples/Sec = 6208.83, Accuracy = 0.09, Loss = 2.295
[2019-11-27 14:00] Train Step 3060/4000, Batch Size = 128, Examples/Sec = 7720.21, Accuracy = 0.10, Loss = 2.308
[2019-11-27 14:00] Train Step 3070/4000, Batch Size = 128, Examples/Sec = 5886.16, Accuracy = 0.08, Loss = 2.317
[2019-11-27 14:00] Train Step 3080/4000, Batch Size = 128, Examples/Sec = 5996.35, Accuracy = 0.12, Loss = 2.295
[2019-11-27 14:00] Train Step 3090/4000, Batch Size = 128, Examples/Sec = 7725.87, Accuracy = 0.07, Loss = 2.316
[2019-11-27 14:00] Train Step 3100/4000, Batch Size = 128, Examples/Sec = 6147.19, Accuracy = 0.08, Loss = 2.313
[2019-11-27 14:00] Train Step 3110/4000, Batch Size = 128, Examples/Sec = 6049.86, Accuracy = 0.13, Loss = 2.300
[2019-11-27 14:00] Train Step 3120/4000, Batch Size = 128, Examples/Sec = 5947.26, Accuracy = 0.05, Loss = 2.316
[2019-11-27 14:00] Train Step 3130/4000, Batch Size = 128, Examples/Sec = 5920.30, Accuracy = 0.12, Loss = 2.305
[2019-11-27 14:00] Train Step 3140/4000, Batch Size = 128, Examples/Sec = 5885.97, Accuracy = 0.13, Loss = 2.305
[2019-11-27 14:00] Train Step 3150/4000, Batch Size = 128, Examples/Sec = 7753.10, Accuracy = 0.12, Loss = 2.324
[2019-11-27 14:00] Train Step 3160/4000, Batch Size = 128, Examples/Sec = 7730.99, Accuracy = 0.12, Loss = 2.297
[2019-11-27 14:00] Train Step 3170/4000, Batch Size = 128, Examples/Sec = 6205.31, Accuracy = 0.09, Loss = 2.298
[2019-11-27 14:00] Train Step 3180/4000, Batch Size = 128, Examples/Sec = 7753.66, Accuracy = 0.10, Loss = 2.327
[2019-11-27 14:00] Train Step 3190/4000, Batch Size = 128, Examples/Sec = 7742.14, Accuracy = 0.15, Loss = 2.303
[2019-11-27 14:00] Train Step 3200/4000, Batch Size = 128, Examples/Sec = 6108.93, Accuracy = 0.09, Loss = 2.291
[2019-11-27 14:00] Train Step 3210/4000, Batch Size = 128, Examples/Sec = 6163.92, Accuracy = 0.12, Loss = 2.299
[2019-11-27 14:00] Train Step 3220/4000, Batch Size = 128, Examples/Sec = 5980.78, Accuracy = 0.09, Loss = 2.307
[2019-11-27 14:00] Train Step 3230/4000, Batch Size = 128, Examples/Sec = 5802.00, Accuracy = 0.09, Loss = 2.356
[2019-11-27 14:00] Train Step 3240/4000, Batch Size = 128, Examples/Sec = 7750.41, Accuracy = 0.11, Loss = 2.314
[2019-11-27 14:00] Train Step 3250/4000, Batch Size = 128, Examples/Sec = 7745.49, Accuracy = 0.12, Loss = 2.309
[2019-11-27 14:00] Train Step 3260/4000, Batch Size = 128, Examples/Sec = 5966.96, Accuracy = 0.06, Loss = 2.306
[2019-11-27 14:00] Train Step 3270/4000, Batch Size = 128, Examples/Sec = 7732.33, Accuracy = 0.09, Loss = 2.303
[2019-11-27 14:00] Train Step 3280/4000, Batch Size = 128, Examples/Sec = 6140.30, Accuracy = 0.05, Loss = 2.340
[2019-11-27 14:00] Train Step 3290/4000, Batch Size = 128, Examples/Sec = 7715.99, Accuracy = 0.11, Loss = 2.322
[2019-11-27 14:00] Train Step 3300/4000, Batch Size = 128, Examples/Sec = 6216.81, Accuracy = 0.09, Loss = 2.326
[2019-11-27 14:00] Train Step 3310/4000, Batch Size = 128, Examples/Sec = 6115.40, Accuracy = 0.08, Loss = 2.318
[2019-11-27 14:00] Train Step 3320/4000, Batch Size = 128, Examples/Sec = 6266.51, Accuracy = 0.09, Loss = 2.304
[2019-11-27 14:00] Train Step 3330/4000, Batch Size = 128, Examples/Sec = 6002.92, Accuracy = 0.10, Loss = 2.308
[2019-11-27 14:00] Train Step 3340/4000, Batch Size = 128, Examples/Sec = 7718.65, Accuracy = 0.12, Loss = 2.324
[2019-11-27 14:00] Train Step 3350/4000, Batch Size = 128, Examples/Sec = 7740.02, Accuracy = 0.09, Loss = 2.302
[2019-11-27 14:00] Train Step 3360/4000, Batch Size = 128, Examples/Sec = 5962.98, Accuracy = 0.11, Loss = 2.320
[2019-11-27 14:00] Train Step 3370/4000, Batch Size = 128, Examples/Sec = 5830.93, Accuracy = 0.09, Loss = 2.314
[2019-11-27 14:00] Train Step 3380/4000, Batch Size = 128, Examples/Sec = 6198.14, Accuracy = 0.12, Loss = 2.307
[2019-11-27 14:00] Train Step 3390/4000, Batch Size = 128, Examples/Sec = 5838.16, Accuracy = 0.09, Loss = 2.317
[2019-11-27 14:00] Train Step 3400/4000, Batch Size = 128, Examples/Sec = 7736.34, Accuracy = 0.09, Loss = 2.321
[2019-11-27 14:00] Train Step 3410/4000, Batch Size = 128, Examples/Sec = 5871.93, Accuracy = 0.07, Loss = 2.312
[2019-11-27 14:00] Train Step 3420/4000, Batch Size = 128, Examples/Sec = 7761.73, Accuracy = 0.07, Loss = 2.313
[2019-11-27 14:00] Train Step 3430/4000, Batch Size = 128, Examples/Sec = 7700.61, Accuracy = 0.07, Loss = 2.332
[2019-11-27 14:00] Train Step 3440/4000, Batch Size = 128, Examples/Sec = 7720.43, Accuracy = 0.16, Loss = 2.283
[2019-11-27 14:00] Train Step 3450/4000, Batch Size = 128, Examples/Sec = 6197.50, Accuracy = 0.11, Loss = 2.325
[2019-11-27 14:00] Train Step 3460/4000, Batch Size = 128, Examples/Sec = 7727.32, Accuracy = 0.05, Loss = 2.324
[2019-11-27 14:00] Train Step 3470/4000, Batch Size = 128, Examples/Sec = 6000.57, Accuracy = 0.12, Loss = 2.321
[2019-11-27 14:00] Train Step 3480/4000, Batch Size = 128, Examples/Sec = 7720.32, Accuracy = 0.10, Loss = 2.303
[2019-11-27 14:00] Train Step 3490/4000, Batch Size = 128, Examples/Sec = 7732.33, Accuracy = 0.17, Loss = 2.327
[2019-11-27 14:00] Train Step 3500/4000, Batch Size = 128, Examples/Sec = 7745.60, Accuracy = 0.10, Loss = 2.306
[2019-11-27 14:00] Train Step 3510/4000, Batch Size = 128, Examples/Sec = 7673.97, Accuracy = 0.11, Loss = 2.316
[2019-11-27 14:00] Train Step 3520/4000, Batch Size = 128, Examples/Sec = 7760.72, Accuracy = 0.10, Loss = 2.298
[2019-11-27 14:00] Train Step 3530/4000, Batch Size = 128, Examples/Sec = 5948.97, Accuracy = 0.07, Loss = 2.302
[2019-11-27 14:00] Train Step 3540/4000, Batch Size = 128, Examples/Sec = 7761.28, Accuracy = 0.11, Loss = 2.300
[2019-11-27 14:00] Train Step 3550/4000, Batch Size = 128, Examples/Sec = 5806.96, Accuracy = 0.09, Loss = 2.316
[2019-11-27 14:00] Train Step 3560/4000, Batch Size = 128, Examples/Sec = 7708.68, Accuracy = 0.11, Loss = 2.297
[2019-11-27 14:00] Train Step 3570/4000, Batch Size = 128, Examples/Sec = 7736.78, Accuracy = 0.14, Loss = 2.274
[2019-11-27 14:00] Train Step 3580/4000, Batch Size = 128, Examples/Sec = 6219.76, Accuracy = 0.12, Loss = 2.322
[2019-11-27 14:00] Train Step 3590/4000, Batch Size = 128, Examples/Sec = 6144.02, Accuracy = 0.11, Loss = 2.318
[2019-11-27 14:00] Train Step 3600/4000, Batch Size = 128, Examples/Sec = 6040.67, Accuracy = 0.12, Loss = 2.299
[2019-11-27 14:00] Train Step 3610/4000, Batch Size = 128, Examples/Sec = 6092.15, Accuracy = 0.09, Loss = 2.303
[2019-11-27 14:00] Train Step 3620/4000, Batch Size = 128, Examples/Sec = 5891.39, Accuracy = 0.10, Loss = 2.320
[2019-11-27 14:00] Train Step 3630/4000, Batch Size = 128, Examples/Sec = 6129.50, Accuracy = 0.16, Loss = 2.306
[2019-11-27 14:00] Train Step 3640/4000, Batch Size = 128, Examples/Sec = 7732.88, Accuracy = 0.05, Loss = 2.322
[2019-11-27 14:00] Train Step 3650/4000, Batch Size = 128, Examples/Sec = 7736.56, Accuracy = 0.09, Loss = 2.340
[2019-11-27 14:00] Train Step 3660/4000, Batch Size = 128, Examples/Sec = 5835.93, Accuracy = 0.13, Loss = 2.309
[2019-11-27 14:00] Train Step 3670/4000, Batch Size = 128, Examples/Sec = 7739.01, Accuracy = 0.12, Loss = 2.303
[2019-11-27 14:00] Train Step 3680/4000, Batch Size = 128, Examples/Sec = 7725.21, Accuracy = 0.11, Loss = 2.312
[2019-11-27 14:00] Train Step 3690/4000, Batch Size = 128, Examples/Sec = 5787.06, Accuracy = 0.10, Loss = 2.323
[2019-11-27 14:00] Train Step 3700/4000, Batch Size = 128, Examples/Sec = 7720.65, Accuracy = 0.09, Loss = 2.319
[2019-11-27 14:00] Train Step 3710/4000, Batch Size = 128, Examples/Sec = 7732.55, Accuracy = 0.09, Loss = 2.325
[2019-11-27 14:00] Train Step 3720/4000, Batch Size = 128, Examples/Sec = 7737.68, Accuracy = 0.09, Loss = 2.299
[2019-11-27 14:00] Train Step 3730/4000, Batch Size = 128, Examples/Sec = 7739.35, Accuracy = 0.10, Loss = 2.306
[2019-11-27 14:00] Train Step 3740/4000, Batch Size = 128, Examples/Sec = 7705.58, Accuracy = 0.09, Loss = 2.324
[2019-11-27 14:00] Train Step 3750/4000, Batch Size = 128, Examples/Sec = 7725.76, Accuracy = 0.07, Loss = 2.313
[2019-11-27 14:00] Train Step 3760/4000, Batch Size = 128, Examples/Sec = 6263.66, Accuracy = 0.06, Loss = 2.322
[2019-11-27 14:00] Train Step 3770/4000, Batch Size = 128, Examples/Sec = 5931.10, Accuracy = 0.07, Loss = 2.322
[2019-11-27 14:00] Train Step 3780/4000, Batch Size = 128, Examples/Sec = 7704.14, Accuracy = 0.09, Loss = 2.313
[2019-11-27 14:00] Train Step 3790/4000, Batch Size = 128, Examples/Sec = 7728.10, Accuracy = 0.09, Loss = 2.316
[2019-11-27 14:00] Train Step 3800/4000, Batch Size = 128, Examples/Sec = 6041.01, Accuracy = 0.08, Loss = 2.308
[2019-11-27 14:00] Train Step 3810/4000, Batch Size = 128, Examples/Sec = 6100.94, Accuracy = 0.12, Loss = 2.294
[2019-11-27 14:00] Train Step 3820/4000, Batch Size = 128, Examples/Sec = 6023.80, Accuracy = 0.10, Loss = 2.322
[2019-11-27 14:00] Train Step 3830/4000, Batch Size = 128, Examples/Sec = 7754.66, Accuracy = 0.09, Loss = 2.312
[2019-11-27 14:00] Train Step 3840/4000, Batch Size = 128, Examples/Sec = 7757.91, Accuracy = 0.05, Loss = 2.313
[2019-11-27 14:00] Train Step 3850/4000, Batch Size = 128, Examples/Sec = 7744.71, Accuracy = 0.07, Loss = 2.315
[2019-11-27 14:00] Train Step 3860/4000, Batch Size = 128, Examples/Sec = 7754.33, Accuracy = 0.10, Loss = 2.308
[2019-11-27 14:00] Train Step 3870/4000, Batch Size = 128, Examples/Sec = 7743.59, Accuracy = 0.11, Loss = 2.302
[2019-11-27 14:00] Train Step 3880/4000, Batch Size = 128, Examples/Sec = 6018.06, Accuracy = 0.07, Loss = 2.306
[2019-11-27 14:00] Train Step 3890/4000, Batch Size = 128, Examples/Sec = 5873.22, Accuracy = 0.08, Loss = 2.325
[2019-11-27 14:00] Train Step 3900/4000, Batch Size = 128, Examples/Sec = 7722.54, Accuracy = 0.09, Loss = 2.315
[2019-11-27 14:00] Train Step 3910/4000, Batch Size = 128, Examples/Sec = 7739.57, Accuracy = 0.16, Loss = 2.304
[2019-11-27 14:00] Train Step 3920/4000, Batch Size = 128, Examples/Sec = 5851.58, Accuracy = 0.09, Loss = 2.320
[2019-11-27 14:00] Train Step 3930/4000, Batch Size = 128, Examples/Sec = 7755.56, Accuracy = 0.12, Loss = 2.299
[2019-11-27 14:00] Train Step 3940/4000, Batch Size = 128, Examples/Sec = 5929.00, Accuracy = 0.12, Loss = 2.304
[2019-11-27 14:00] Train Step 3950/4000, Batch Size = 128, Examples/Sec = 6025.28, Accuracy = 0.09, Loss = 2.319
[2019-11-27 14:00] Train Step 3960/4000, Batch Size = 128, Examples/Sec = 6224.37, Accuracy = 0.16, Loss = 2.291
[2019-11-27 14:00] Train Step 3970/4000, Batch Size = 128, Examples/Sec = 5946.67, Accuracy = 0.09, Loss = 2.314
[2019-11-27 14:00] Train Step 3980/4000, Batch Size = 128, Examples/Sec = 7733.11, Accuracy = 0.11, Loss = 2.312
[2019-11-27 14:00] Train Step 3990/4000, Batch Size = 128, Examples/Sec = 7690.90, Accuracy = 0.12, Loss = 2.324
[2019-11-27 14:00] Train Step 4000/4000, Batch Size = 128, Examples/Sec = 6087.18, Accuracy = 0.05, Loss = 2.338
Iteration 0 with T: 34
[2019-11-27 14:00] Train Step 0000/4000, Batch Size = 128, Examples/Sec = 5376.40, Accuracy = 0.05, Loss = 2.696
[2019-11-27 14:00] Train Step 0010/4000, Batch Size = 128, Examples/Sec = 7582.39, Accuracy = 0.19, Loss = 2.347
[2019-11-27 14:00] Train Step 0020/4000, Batch Size = 128, Examples/Sec = 5951.94, Accuracy = 0.08, Loss = 2.336
[2019-11-27 14:00] Train Step 0030/4000, Batch Size = 128, Examples/Sec = 7553.48, Accuracy = 0.16, Loss = 2.329
[2019-11-27 14:00] Train Step 0040/4000, Batch Size = 128, Examples/Sec = 7533.13, Accuracy = 0.09, Loss = 2.351
[2019-11-27 14:00] Train Step 0050/4000, Batch Size = 128, Examples/Sec = 5835.74, Accuracy = 0.16, Loss = 2.307
[2019-11-27 14:00] Train Step 0060/4000, Batch Size = 128, Examples/Sec = 7559.75, Accuracy = 0.15, Loss = 2.299
[2019-11-27 14:00] Train Step 0070/4000, Batch Size = 128, Examples/Sec = 7525.10, Accuracy = 0.12, Loss = 2.349
[2019-11-27 14:00] Train Step 0080/4000, Batch Size = 128, Examples/Sec = 6010.18, Accuracy = 0.05, Loss = 2.337
[2019-11-27 14:00] Train Step 0090/4000, Batch Size = 128, Examples/Sec = 5674.57, Accuracy = 0.05, Loss = 2.360
[2019-11-27 14:00] Train Step 0100/4000, Batch Size = 128, Examples/Sec = 7533.55, Accuracy = 0.09, Loss = 2.321
[2019-11-27 14:00] Train Step 0110/4000, Batch Size = 128, Examples/Sec = 7576.18, Accuracy = 0.09, Loss = 2.322
[2019-11-27 14:00] Train Step 0120/4000, Batch Size = 128, Examples/Sec = 7537.36, Accuracy = 0.10, Loss = 2.346
[2019-11-27 14:00] Train Step 0130/4000, Batch Size = 128, Examples/Sec = 6003.39, Accuracy = 0.09, Loss = 2.293
[2019-11-27 14:00] Train Step 0140/4000, Batch Size = 128, Examples/Sec = 5994.20, Accuracy = 0.12, Loss = 2.314
[2019-11-27 14:00] Train Step 0150/4000, Batch Size = 128, Examples/Sec = 7563.59, Accuracy = 0.11, Loss = 2.324
[2019-11-27 14:00] Train Step 0160/4000, Batch Size = 128, Examples/Sec = 7517.20, Accuracy = 0.13, Loss = 2.301
[2019-11-27 14:00] Train Step 0170/4000, Batch Size = 128, Examples/Sec = 5910.46, Accuracy = 0.16, Loss = 2.319
[2019-11-27 14:00] Train Step 0180/4000, Batch Size = 128, Examples/Sec = 7531.86, Accuracy = 0.08, Loss = 2.368
[2019-11-27 14:00] Train Step 0190/4000, Batch Size = 128, Examples/Sec = 7517.62, Accuracy = 0.09, Loss = 2.341
[2019-11-27 14:00] Train Step 0200/4000, Batch Size = 128, Examples/Sec = 5978.78, Accuracy = 0.08, Loss = 2.314
[2019-11-27 14:00] Train Step 0210/4000, Batch Size = 128, Examples/Sec = 7552.10, Accuracy = 0.10, Loss = 2.334
[2019-11-27 14:00] Train Step 0220/4000, Batch Size = 128, Examples/Sec = 5836.76, Accuracy = 0.06, Loss = 2.318
[2019-11-27 14:00] Train Step 0230/4000, Batch Size = 128, Examples/Sec = 5900.33, Accuracy = 0.09, Loss = 2.337
[2019-11-27 14:00] Train Step 0240/4000, Batch Size = 128, Examples/Sec = 5811.05, Accuracy = 0.12, Loss = 2.344
[2019-11-27 14:00] Train Step 0250/4000, Batch Size = 128, Examples/Sec = 5823.46, Accuracy = 0.08, Loss = 2.324
[2019-11-27 14:00] Train Step 0260/4000, Batch Size = 128, Examples/Sec = 6054.37, Accuracy = 0.15, Loss = 2.301
[2019-11-27 14:00] Train Step 0270/4000, Batch Size = 128, Examples/Sec = 5983.78, Accuracy = 0.09, Loss = 2.300
[2019-11-27 14:00] Train Step 0280/4000, Batch Size = 128, Examples/Sec = 7539.58, Accuracy = 0.14, Loss = 2.306
[2019-11-27 14:00] Train Step 0290/4000, Batch Size = 128, Examples/Sec = 7554.11, Accuracy = 0.05, Loss = 2.353
[2019-11-27 14:00] Train Step 0300/4000, Batch Size = 128, Examples/Sec = 7543.50, Accuracy = 0.13, Loss = 2.293
[2019-11-27 14:00] Train Step 0310/4000, Batch Size = 128, Examples/Sec = 5993.87, Accuracy = 0.10, Loss = 2.348
[2019-11-27 14:01] Train Step 0320/4000, Batch Size = 128, Examples/Sec = 7540.64, Accuracy = 0.12, Loss = 2.303
[2019-11-27 14:01] Train Step 0330/4000, Batch Size = 128, Examples/Sec = 7542.76, Accuracy = 0.08, Loss = 2.301
[2019-11-27 14:01] Train Step 0340/4000, Batch Size = 128, Examples/Sec = 7560.92, Accuracy = 0.12, Loss = 2.330
[2019-11-27 14:01] Train Step 0350/4000, Batch Size = 128, Examples/Sec = 5726.38, Accuracy = 0.12, Loss = 2.299
[2019-11-27 14:01] Train Step 0360/4000, Batch Size = 128, Examples/Sec = 5669.41, Accuracy = 0.13, Loss = 2.309
[2019-11-27 14:01] Train Step 0370/4000, Batch Size = 128, Examples/Sec = 7543.61, Accuracy = 0.09, Loss = 2.327
[2019-11-27 14:01] Train Step 0380/4000, Batch Size = 128, Examples/Sec = 7544.35, Accuracy = 0.03, Loss = 2.345
[2019-11-27 14:01] Train Step 0390/4000, Batch Size = 128, Examples/Sec = 6090.63, Accuracy = 0.14, Loss = 2.303
[2019-11-27 14:01] Train Step 0400/4000, Batch Size = 128, Examples/Sec = 7542.02, Accuracy = 0.09, Loss = 2.308
[2019-11-27 14:01] Train Step 0410/4000, Batch Size = 128, Examples/Sec = 7533.34, Accuracy = 0.14, Loss = 2.305
[2019-11-27 14:01] Train Step 0420/4000, Batch Size = 128, Examples/Sec = 7547.53, Accuracy = 0.07, Loss = 2.314
[2019-11-27 14:01] Train Step 0430/4000, Batch Size = 128, Examples/Sec = 7534.08, Accuracy = 0.11, Loss = 2.322
[2019-11-27 14:01] Train Step 0440/4000, Batch Size = 128, Examples/Sec = 7544.88, Accuracy = 0.12, Loss = 2.319
[2019-11-27 14:01] Train Step 0450/4000, Batch Size = 128, Examples/Sec = 5978.72, Accuracy = 0.12, Loss = 2.318
[2019-11-27 14:01] Train Step 0460/4000, Batch Size = 128, Examples/Sec = 7521.94, Accuracy = 0.05, Loss = 2.350
[2019-11-27 14:01] Train Step 0470/4000, Batch Size = 128, Examples/Sec = 7580.25, Accuracy = 0.12, Loss = 2.290
